工作表,行,列,原始地址(HMI),Modbus地址(0-based),FUXA地址(1-based),标签名,类型,字数,比例
D3,42,6,D3138,4x3138,4X3139,螺杆_1,ushort,1字,1
D3,43,6,D3139,4x3139,4X3140,螺杆_2,ushort,1字,1
D3,44,6,D3140,4x3140,4X3141,系统压功能1,ushort,1字,1
D3,45,6,D3141,4x3141,4X3142,系统压测量值1,ushort,1字,1
D3,46,6,D3142,4x3142,4X3143,系统压总长1,ushort,1字,1
D3,47,6,D3143,4x3143,4X3144,系统压限长1,ushort,1字,1
D3,48,6,D3144,4x3144,4X3145,系统压原点1,ushort,1字,1
D3,49,6,D3145,4x3145,4X3146,合模压功能1,ushort,1字,1
D3,50,6,D3146,4x3146,4X3147,合模压测量值1,ushort,1字,1
D3,51,6,D3147,4x3147,4X3148,合模压总长1,ushort,1字,1
D3,52,6,D3148,4x3148,4X3149,合模压限长1,ushort,1字,1
D3,53,6,D3149,4x3149,4X3150,合模压原点1,ushort,1字,1
D3,4,9,D3150,4x3150,4X3151,左托模电子尺行程,int,2字,1
D3,6,9,D3152,4x3152,4X3153,左托模机械行程,int,2字,1
D3,8,9,D3154,4x3154,4X3155,左托模现在位置,int,2字,0.01
D3,10,9,D3156,4x3156,4X3157,左托模绝对位置,int,2字,0.01
D3,12,9,D3158,4x3158,4X3159,左托模限长,int,2字,1
D3,14,9,D3160,4x3160,4X3161,左托模最小校正保存值,int,2字,1
D3,16,9,D3162,4x3162,4X3163,左托模最大校正保存值,int,2字,1
D3,18,9,D3164,4x3164,4X3165,左托模最小校正,ushort,1字,1
D3,19,9,D3165,4x3165,4X3166,左托模最大校正,ushort,1字,1
D3,20,9,D3166,4x3166,4X3167,左托模功能选择,ushort,1字,1
D3,21,9,D3167,4x3167,4X3168,左托模,ushort,1字,1
D3,22,9,D3168,4x3168,4X3169,左托模_1,ushort,1字,1
D3,23,9,D3169,4x3169,4X3170,左托模_2,ushort,1字,1
D3,24,9,D3170,4x3170,4X3171,右托模电子尺行程,int,2字,1
D3,26,9,D3172,4x3172,4X3173,右托模机械行程,int,2字,1
D3,28,9,D3174,4x3174,4X3175,右托模现在位置,int,2字,0.01
D3,30,9,D3176,4x3176,4X3177,右托模绝对位置,int,2字,0.01
D3,32,9,D3178,4x3178,4X3179,右托模限长,int,2字,1
D3,34,9,D3180,4x3180,4X3181,右托模最小校正保存值,int,2字,1
D3,36,9,D3182,4x3182,4X3183,右托模最大校正保存值,int,2字,1
D3,38,9,D3184,4x3184,4X3185,右托模最小校正,ushort,1字,1
D3,39,9,D3185,4x3185,4X3186,右托模最大校正,ushort,1字,1
D3,40,9,D3186,4x3186,4X3187,右托模功能选择,ushort,1字,1
D3,41,9,D3187,4x3187,4X3188,右托模,ushort,1字,1
D3,42,9,D3188,4x3188,4X3189,右托模_1,ushort,1字,1
D3,43,9,D3189,4x3189,4X3190,右托模_2,ushort,1字,1
D3,44,9,D3190,4x3190,4X3191,射出压功能1,ushort,1字,1
D3,45,9,D3191,4x3191,4X3192,射出压测量值1,ushort,1字,1
D3,46,9,D3192,4x3192,4X3193,射出压总长1,ushort,1字,1
D3,47,9,D3193,4x3193,4X3194,射出压限长1,ushort,1字,1
D3,48,9,D3194,4x3194,4X3195,射出压原点1,ushort,1字,1
D3,49,9,D3195,4x3195,4X3196,备用功能1,ushort,1字,1
D3,50,9,D3196,4x3196,4X3197,备用测量值1,ushort,1字,1
D3,51,9,D3197,4x3197,4X3198,备用总长1,ushort,1字,1
D3,52,9,D3198,4x3198,4X3199,备用限长1,ushort,1字,1
D3,53,9,D3199,4x3199,4X3200,备用原点1,ushort,1字,1
D3,4,12,D3200,4x3200,4X3201,座台电子尺行程,int,2字,1
D3,6,12,D3202,4x3202,4X3203,座台机械行程,int,2字,1
D3,8,12,D3204,4x3204,4X3205,座台现在位置,int,2字,0.01
D3,10,12,D3206,4x3206,4X3207,座台绝对位置,int,2字,0.01
D3,12,12,D3208,4x3208,4X3209,座台限长,int,2字,1
D3,14,12,D3210,4x3210,4X3211,座台最小校正保存值,int,2字,1
D3,16,12,D3212,4x3212,4X3213,座台最大校正保存值,int,2字,1
D3,18,12,D3214,4x3214,4X3215,座台最小校正,ushort,1字,1
D3,19,12,D3215,4x3215,4X3216,座台最大校正,ushort,1字,1
D3,20,12,D3216,4x3216,4X3217,座台功能选择,ushort,1字,1
D3,21,12,D3217,4x3217,4X3218,座台,ushort,1字,1
D3,22,12,D3218,4x3218,4X3219,座台_1,ushort,1字,1
D3,23,12,D3219,4x3219,4X3220,座台_2,ushort,1字,1
D3,24,12,D3220,4x3220,4X3221,移模电子尺行程,int,2字,1
D3,26,12,D3222,4x3222,4X3223,移模机械行程,int,2字,1
D3,28,12,D3224,4x3224,4X3225,移模现在位置,int,2字,0.01
D3,30,12,D3226,4x3226,4X3227,移模绝对位置,int,2字,0.01
D3,32,12,D3228,4x3228,4X3229,移模限长,int,2字,1
D3,34,12,D3230,4x3230,4X3231,移模最小校正保存值,int,2字,1
D3,36,12,D3232,4x3232,4X3233,移模最大校正保存值,int,2字,1
D3,38,12,D3234,4x3234,4X3235,移模最小校正,ushort,1字,1
D3,39,12,D3235,4x3235,4X3236,移模最大校正,ushort,1字,1
D3,40,12,D3236,4x3236,4X3237,移模功能选择,ushort,1字,1
D3,41,12,D3237,4x3237,4X3238,移模,ushort,1字,1
D3,42,12,D3238,4x3238,4X3239,移模_1,ushort,1字,1
D3,43,12,D3239,4x3239,4X3240,移模_2,ushort,1字,1
D3,4,15,D3250,4x3250,4X3251,备用电子尺行程,int,2字,1
D3,6,15,D3252,4x3252,4X3253,备用机械行程,int,2字,1
D3,8,15,D3254,4x3254,4X3255,备用现在位置,int,2字,0.01
D3,10,15,D3256,4x3256,4X3257,备用绝对位置,int,2字,0.01
D3,12,15,D3258,4x3258,4X3259,备用限长,int,2字,1
D3,14,15,D3260,4x3260,4X3261,备用最小校正保存值,int,2字,1
D3,16,15,D3262,4x3262,4X3263,备用最大校正保存值,int,2字,1
D3,18,15,D3264,4x3264,4X3265,备用最小校正,ushort,1字,1
D3,19,15,D3265,4x3265,4X3266,备用最大校正,ushort,1字,1
D3,20,15,D3266,4x3266,4X3267,备用功能选择,ushort,1字,1
D3,21,15,D3267,4x3267,4X3268,备用,ushort,1字,1
D3,22,15,D3268,4x3268,4X3269,备用_1,ushort,1字,1
D3,23,15,D3269,4x3269,4X3270,备用_2,ushort,1字,1
D3,24,15,D3270,4x3270,4X3271,备用电子尺行程_1,int,2字,1
D3,26,15,D3272,4x3272,4X3273,备用机械行程_1,int,2字,1
D3,28,15,D3274,4x3274,4X3275,备用现在位置_1,int,2字,0.01
D3,30,15,D3276,4x3276,4X3277,备用绝对位置_1,int,2字,0.01
D3,32,15,D3278,4x3278,4X3279,备用限长_1,int,2字,1
D3,34,15,D3280,4x3280,4X3281,备用最小校正保存值_1,int,2字,1
D3,36,15,D3282,4x3282,4X3283,备用最大校正保存值_1,int,2字,1
D3,38,15,D3284,4x3284,4X3285,备用最小校正_1,ushort,1字,1
D3,39,15,D3285,4x3285,4X3286,备用最大校正_1,ushort,1字,1
D3,40,15,D3286,4x3286,4X3287,备用功能选择_1,ushort,1字,1
D3,41,15,D3287,4x3287,4X3288,备用_3,ushort,1字,1
D3,42,15,D3288,4x3288,4X3289,备用_4,ushort,1字,1
D3,43,15,D3289,4x3289,4X3290,备用_5,ushort,1字,1
D3,4,18,D3300,4x3300,4X3301,电子尺行程合模压力,ushort,1字,0.1
D3,5,18,D3301,4x3301,4X3302,电子尺行程合模流量,ushort,1字,0.01
D3,6,18,D3302,4x3302,4X3303,机械行程开模压力,ushort,1字,0.1
D3,7,18,D3303,4x3303,4X3304,机械行程开模流量,ushort,1字,0.01
D3,8,18,D3304,4x3304,4X3305,现在位置座台压力,ushort,1字,0.1
D3,9,18,D3305,4x3305,4X3306,现在位置座台流量,ushort,1字,0.01
D3,10,18,D3306,4x3306,4X3307,绝对位置射出压力,ushort,1字,0.1
D3,11,18,D3307,4x3307,4X3308,绝对位置射出流量,ushort,1字,0.01
D3,12,18,D3308,4x3308,4X3309,限长托模压力,ushort,1字,0.1
D3,13,18,D3309,4x3309,4X3310,限长托模流量,ushort,1字,0.01
D3,14,18,D3310,4x3310,4X3311,最小校正保存值开模卸压压力,ushort,1字,0.1
D3,15,18,D3311,4x3311,4X3312,最小校正保存值开模卸压流量,ushort,1字,0.01
D3,19,18,D3315,4x3315,4X3316,最大压力,ushort,1字,0.1
D3,34,18,D3330,4x3330,4X3331,输入常开/常闭1,ushort,1字,1
D3,35,18,D3331,4x3331,4X3332,输入常开/常闭2,ushort,1字,1
D3,36,18,D3332,4x3332,4X3333,输入常开/常闭3,ushort,1字,1
D3,37,18,D3333,4x3333,4X3334,输入常开/常闭4,ushort,1字,1
D3,38,18,D3334,4x3334,4X3335,输入强制1,ushort,1字,1
D3,39,18,D3335,4x3335,4X3336,输入强制2,ushort,1字,1
D3,40,18,D3336,4x3336,4X3337,输入强制3,ushort,1字,1
D3,41,18,D3337,4x3337,4X3338,输入强制4,ushort,1字,1
D3,42,18,D3338,4x3338,4X3339,输入,ushort,1字,1
D3,43,18,D3339,4x3339,4X3340,输入不用/使用,ushort,1字,1
D3,44,18,D3340,4x3340,4X3341,输出常开/常闭1,ushort,1字,1
D3,45,18,D3341,4x3341,4X3342,输出常开/常闭2,ushort,1字,1
D3,46,18,D3342,4x3342,4X3343,输出常开/常闭3,ushort,1字,1
D3,47,18,D3343,4x3343,4X3344,输出常开/常闭4,ushort,1字,1
D3,48,18,D3344,4x3344,4X3345,输出强制1,ushort,1字,1
D3,49,18,D3345,4x3345,4X3346,输出强制2,ushort,1字,1
D3,50,18,D3346,4x3346,4X3347,输出强制3,ushort,1字,1
D3,51,18,D3347,4x3347,4X3348,输出强制4,ushort,1字,1
D3,52,18,D3348,4x3348,4X3349,输出,ushort,1字,1
D3,53,18,D3349,4x3349,4X3350,输出不用/使用,ushort,1字,1
D3,4,21,D3350,4x3350,4X3351,输出转移IN1,ushort,1字,1
D3,5,21,D3351,4x3351,4X3352,输出转移OUT1,ushort,1字,1
D3,6,21,D3352,4x3352,4X3353,输出转移ON/OFF1,ushort,1字,1
D3,7,21,D3353,4x3353,4X3354,输出转移IN2,ushort,1字,1
D3,8,21,D3354,4x3354,4X3355,输出转移OUT2,ushort,1字,1
D3,9,21,D3355,4x3355,4X3356,输出转移ON/OFF2,ushort,1字,1
D3,10,21,D3356,4x3356,4X3357,输出转移IN3,ushort,1字,1
D3,11,21,D3357,4x3357,4X3358,输出转移OUT3,ushort,1字,1
D3,12,21,D3358,4x3358,4X3359,输出转移ON/OFF3,ushort,1字,1
D3,13,21,D3359,4x3359,4X3360,输出转移IN4,ushort,1字,1
D3,14,21,D3360,4x3360,4X3361,输出转移OUT4,ushort,1字,1
D3,15,21,D3361,4x3361,4X3362,输出转移ON/OFF4,ushort,1字,1
D3,16,21,D3362,4x3362,4X3363,输出转移IN5,ushort,1字,1
D3,17,21,D3363,4x3363,4X3364,输出转移OUT5,ushort,1字,1
D3,18,21,D3364,4x3364,4X3365,输出转移ON/OFF5,ushort,1字,1
D3,19,21,D3365,4x3365,4X3366,输出转移IN6,ushort,1字,1
D3,20,21,D3366,4x3366,4X3367,输出转移OUT6,ushort,1字,1
D3,21,21,D3367,4x3367,4X3368,输出转移ON/OFF6,ushort,1字,1
D3,22,21,D3368,4x3368,4X3369,输出转移IN7,ushort,1字,1
D3,23,21,D3369,4x3369,4X3370,输出转移OUT7,ushort,1字,1
D3,24,21,D3370,4x3370,4X3371,输出转移ON/OFF7,ushort,1字,1
D3,25,21,D3371,4x3371,4X3372,输出转移IN8,ushort,1字,1
D3,26,21,D3372,4x3372,4X3373,输出转移OUT8,ushort,1字,1
D3,27,21,D3373,4x3373,4X3374,输出转移ON/OFF8,ushort,1字,1
D3,29,21,D3375,4x3375,4X3376,输入转移IN1,ushort,1字,1
D3,30,21,D3376,4x3376,4X3377,输入转移OUT1,ushort,1字,1
D3,31,21,D3377,4x3377,4X3378,输入转移ON/OFF1,ushort,1字,1
D3,32,21,D3378,4x3378,4X3379,输入转移IN2,ushort,1字,1
D3,33,21,D3379,4x3379,4X3380,输入转移OUT2,ushort,1字,1
D3,34,21,D3380,4x3380,4X3381,输入转移ON/OFF2,ushort,1字,1
D3,35,21,D3381,4x3381,4X3382,输入转移IN3,ushort,1字,1
D3,36,21,D3382,4x3382,4X3383,输入转移OUT3,ushort,1字,1
D3,37,21,D3383,4x3383,4X3384,输入转移ON/OFF3,ushort,1字,1
D3,38,21,D3384,4x3384,4X3385,输入转移IN4,ushort,1字,1
D3,39,21,D3385,4x3385,4X3386,输入转移OUT4,ushort,1字,1
D3,40,21,D3386,4x3386,4X3387,输入转移ON/OFF4,ushort,1字,1
D3,41,21,D3387,4x3387,4X3388,输入转移IN5,ushort,1字,1
D3,42,21,D3388,4x3388,4X3389,输入转移OUT5,ushort,1字,1
D3,43,21,D3389,4x3389,4X3390,输入转移ON/OFF5,ushort,1字,1
D3,44,21,D3390,4x3390,4X3391,输入转移IN6,ushort,1字,1
D3,45,21,D3391,4x3391,4X3392,输入转移OUT6,ushort,1字,1
D3,46,21,D3392,4x3392,4X3393,输入转移ON/OFF6,ushort,1字,1
D3,47,21,D3393,4x3393,4X3394,输入转移IN7,ushort,1字,1
D3,48,21,D3394,4x3394,4X3395,输入转移OUT7,ushort,1字,1
D3,49,21,D3395,4x3395,4X3396,输入转移ON/OFF7,ushort,1字,1
D3,50,21,D3396,4x3396,4X3397,输入转移IN8,ushort,1字,1
D3,51,21,D3397,4x3397,4X3398,输入转移OUT8,ushort,1字,1
D3,52,21,D3398,4x3398,4X3399,输入转移ON/OFF8,ushort,1字,1
D3,4,24,D3400,4x3400,4X3401,开消阀,ushort,1字,1
D3,5,24,D3401,4x3401,4X3402,合模自保,ushort,1字,1
D3,6,24,D3402,4x3402,4X3403,合模终止,ushort,1字,1
D3,4,26,D3450,4x3450,4X3451,座进停止方式,ushort,1字,1
D3,5,26,D3451,4x3451,4X3452,座退停止方式,ushort,1字,1
D3,9,26,D3455,4x3455,4X3456,托进停止方式,ushort,1字,1
D3,10,26,D3456,4x3456,4X3457,托退停止方式,ushort,1字,1
D3,4,46,D3800,4x3800,4X3801,功能1,ushort,1字,1
D3,5,46,D3801,4x3801,4X3802,功能2,ushort,1字,1
D3,6,46,D3802,4x3802,4X3803,功能3,ushort,1字,1
D3,7,46,D3803,4x3803,4X3804,功能4,ushort,1字,1
D3,8,46,D3804,4x3804,4X3805,功能5,ushort,1字,1
D3,9,46,D3805,4x3805,4X3806,功能6,ushort,1字,1
D3,10,46,D3806,4x3806,4X3807,功能7,ushort,1字,1
D3,11,46,D3807,4x3807,4X3808,功能8,ushort,1字,1
D3,12,46,D3808,4x3808,4X3809,功能9,ushort,1字,1
D3,13,46,D3809,4x3809,4X3810,功能10,ushort,1字,1
D3,14,46,D3810,4x3810,4X3811,功能11,ushort,1字,1
D3,15,46,D3811,4x3811,4X3812,功能12,ushort,1字,1
D3,16,46,D3812,4x3812,4X3813,P1,ushort,1字,1
D3,17,46,D3813,4x3813,4X3814,P2,ushort,1字,1
D3,18,46,D3814,4x3814,4X3815,P3,ushort,1字,1
D3,19,46,D3815,4x3815,4X3816,P4,ushort,1字,1
D3,20,46,D3816,4x3816,4X3817,P5,ushort,1字,1
D3,21,46,D3817,4x3817,4X3818,P6,ushort,1字,1
D3,22,46,D3818,4x3818,4X3819,P7,ushort,1字,1
D3,23,46,D3819,4x3819,4X3820,P8,ushort,1字,1
D3,24,46,D3820,4x3820,4X3821,P9,ushort,1字,1
D3,25,46,D3821,4x3821,4X3822,P10,ushort,1字,1
D3,26,46,D3822,4x3822,4X3823,P11,ushort,1字,1
D3,27,46,D3823,4x3823,4X3824,P12,ushort,1字,1
D3,28,46,D3824,4x3824,4X3825,D1,ushort,1字,1
D3,29,46,D3825,4x3825,4X3826,D2,ushort,1字,1
D3,30,46,D3826,4x3826,4X3827,D3,ushort,1字,1
D3,31,46,D3827,4x3827,4X3828,D4,ushort,1字,1
D3,32,46,D3828,4x3828,4X3829,D5,ushort,1字,1
D3,33,46,D3829,4x3829,4X3830,D6,ushort,1字,1
D3,34,46,D3830,4x3830,4X3831,D7,ushort,1字,1
D3,35,46,D3831,4x3831,4X3832,D8,ushort,1字,1
D3,36,46,D3832,4x3832,4X3833,D9,ushort,1字,1
D3,37,46,D3833,4x3833,4X3834,D10,ushort,1字,1
D3,38,46,D3834,4x3834,4X3835,D11,ushort,1字,1
D3,39,46,D3835,4x3835,4X3836,D12,ushort,1字,1
D3,40,46,D3836,4x3836,4X3837,温度补偿1,ushort,1字,1
D3,41,46,D3837,4x3837,4X3838,温度补偿2,ushort,1字,1
D3,42,46,D3838,4x3838,4X3839,温度补偿3,ushort,1字,1
D3,43,46,D3839,4x3839,4X3840,温度补偿4,ushort,1字,1
D3,44,46,D3840,4x3840,4X3841,温度补偿5,ushort,1字,1
D3,45,46,D3841,4x3841,4X3842,温度补偿6,ushort,1字,1
D3,46,46,D3842,4x3842,4X3843,温度补偿7,ushort,1字,1
D3,47,46,D3843,4x3843,4X3844,温度补偿8,ushort,1字,1
D3,48,46,D3844,4x3844,4X3845,温度补偿9,ushort,1字,1
D3,49,46,D3845,4x3845,4X3846,温度补偿10,ushort,1字,1
D3,50,46,D3846,4x3846,4X3847,温度补偿11,ushort,1字,1
D3,51,46,D3847,4x3847,4X3848,温度补偿12,ushort,1字,1
D3,52,46,D3848,4x3848,4X3849,接触器和固态继电器选择,ushort,1字,1
D3,53,46,D3849,4x3849,4X3850,温度设定上限,ushort,1字,1
