工作表,行,列,原始地址(HMI),Modbus地址(0-based),FUXA地址(1-based),标签名,类型,字数,比例,单位,HMI显示,只读,控件类型,枚举选项,段索引,段数寄存器,保存历史,范围
D0,12,26,D0407,4x0407,4X408,座台A进2位置1,int,2字,0.01,,座台,false,,,2,498,是,0~D402
D0,14,26,D0409,4x0409,4X410,座台A进2时间1,ushort,1字,0.1,,座台,false,,,2,498,是,
D0,15,26,D0410,4x0410,4X411,座台B进1压力1,ushort,1字,0.1,,座台,false,,,1,498,是,
D0,16,26,D0411,4x0411,4X412,座台B进1流量1,ushort,1字,0.1,,座台,false,,,1,498,是,
D0,17,26,D0412,4x0412,4X413,座台B进1位置1,int,2字,0.01,,座台,false,,,1,498,是,0~300
D0,19,26,D0414,4x0414,4X415,座台B进1时间1,ushort,1字,0.1,,座台,false,,,1,498,是,
D0,20,26,D0415,4x0415,4X416,座台B进2压力1,ushort,1字,0.1,,座台,false,,,2,498,是,
D0,21,26,D0416,4x0416,4X417,座台B进2流量1,ushort,1字,0.1,,座台,false,,,2,498,是,
D0,22,26,D0417,4x0417,4X418,座台B进2位置1,int,2字,0.01,,座台,false,,,2,498,是,0~D412
D0,24,26,D0419,4x0419,4X420,座台B进2时间1,ushort,1字,0.1,,座台,false,,,2,498,是,
D0,25,26,D0420,4x0420,4X421,座台C进1压力1,ushort,1字,0.1,,座台,false,,,1,498,是,
D0,26,26,D0421,4x0421,4X422,座台C进1流量1,ushort,1字,0.1,,座台,false,,,1,498,是,
D0,27,26,D0422,4x0422,4X423,座台C进1位置1,int,2字,0.01,,座台,false,,,1,498,是,0~300
D0,29,26,D0424,4x0424,4X425,座台C进1时间1,ushort,1字,0.1,,座台,false,,,1,498,是,
D0,30,26,D0425,4x0425,4X426,座台C进2压力1,ushort,1字,0.1,,座台,false,,,2,498,是,
D0,31,26,D0426,4x0426,4X427,座台C进2流量1,ushort,1字,0.1,,座台,false,,,2,498,是,
D0,32,26,D0427,4x0427,4X428,座台C进2位置1,int,2字,0.01,,座台,false,,,2,498,是,0~D422
D0,34,26,D0429,4x0429,4X430,座台C进2时间1,ushort,1字,0.1,,座台,false,,,2,498,是,
D0,5,29,D0450,4x0450,4X451,座台A退1压力1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,6,29,D0451,4x0451,4X452,座台A退1流量1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,7,29,D0452,4x0452,4X453,座台A退1位置1,int,2字,0.01,,座台,false,,,1,499,是,0~300
D0,9,29,D0454,4x0454,4X455,座台A退1时间1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,10,29,D0455,4x0455,4X456,座台A退2压力1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,11,29,D0456,4x0456,4X457,座台A退2流量1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,12,29,D0457,4x0457,4X458,座台A退2位置1,int,2字,0.01,,座台,false,,,2,499,是,0~D452
D0,14,29,D0459,4x0459,4X460,座台A退2时间1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,15,29,D0460,4x0460,4X461,座台B退1压力1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,16,29,D0461,4x0461,4X462,座台B退1流量1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,17,29,D0462,4x0462,4X463,座台B退1位置1,int,2字,0.01,,座台,false,,,1,499,是,0~300
D0,19,29,D0464,4x0464,4X465,座台B退1时间1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,20,29,D0465,4x0465,4X466,座台B退2压力1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,21,29,D0466,4x0466,4X467,座台B退2流量1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,22,29,D0467,4x0467,4X468,座台B退2位置1,int,2字,0.01,,座台,false,,,2,499,是,0~D462
D0,24,29,D0469,4x0469,4X470,座台B退2时间1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,25,29,D0470,4x0470,4X471,座台C退1压力1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,26,29,D0471,4x0471,4X472,座台C退1流量1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,27,29,D0472,4x0472,4X473,座台C退1位置1,int,2字,0.01,,座台,false,,,1,499,是,0~300
D0,29,29,D0474,4x0474,4X475,座台C退1时间1,ushort,1字,0.1,,座台,false,,,1,499,是,
D0,30,29,D0475,4x0475,4X476,座台C退2压力1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,31,29,D0476,4x0476,4X477,座台C退2流量1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,32,29,D0477,4x0477,4X478,座台C退2位置1,int,2字,0.01,,座台,false,,,2,499,是,0~D472
D0,34,29,D0479,4x0479,4X480,座台C退2时间1,ushort,1字,0.1,,座台,false,,,2,499,是,
D0,45,29,D0490,4x0490,4X491,功能自动座退,ushort,1字,1,,座台,false,,,0,-1,是,
D0,53,29,D0498,4x0498,4X499,座台进段数,ushort,1字,1,,座台,false,,,0,-1,是,
D0,54,29,D0499,4x0499,4X500,座台退段数,ushort,1字,1,,座台,false,,,0,-1,是,
D0,5,32,D0500,4x0500,4X501,托模A进1压力1,ushort,1字,0.1,,托模,false,,,1,598,是,
D0,6,32,D0501,4x0501,4X502,托模A进1流量1,ushort,1字,0.1,,托模,false,,,1,598,是,
D0,7,32,D0502,4x0502,4X503,托模A进1位置1,int,2字,0.01,,托模,false,,,1,598,是,0~300
D0,9,32,D0504,4x0504,4X505,托模A进1时间1,ushort,1字,0.1,,托模,false,,,1,598,是,
D0,10,32,D0505,4x0505,4X506,托模A进2压力1,ushort,1字,0.1,,托模,false,,,2,598,是,
D0,11,32,D0506,4x0506,4X507,托模A进2流量1,ushort,1字,0.1,,托模,false,,,2,598,是,
D0,12,32,D0507,4x0507,4X508,托模A进2位置1,int,2字,0.01,,托模,false,,,2,598,是,0~D502
D0,14,32,D0509,4x0509,4X510,托模A进2时间1,ushort,1字,0.1,,托模,false,,,2,598,是,
D0,15,32,D0510,4x0510,4X511,托模A进3压力1,ushort,1字,0.1,,托模,false,,,3,598,是,
D0,16,32,D0511,4x0511,4X512,托模A进3流量1,ushort,1字,0.1,,托模,false,,,3,598,是,
D0,17,32,D0512,4x0512,4X513,托模A进3位置1,int,2字,0.01,,托模,false,,,3,598,是,0~D507
D0,19,32,D0514,4x0514,4X515,托模A进3时间1,ushort,1字,0.1,,托模,false,,,3,598,是,
D0,20,32,D0515,4x0515,4X516,托模A保持压力1,ushort,1字,0.1,,托模,false,,,0,-1,是,
D0,21,32,D0516,4x0516,4X517,托模A保持流量1,ushort,1字,0.1,,托模,false,,,0,-1,是,
D0,22,32,D0517,4x0517,4X518,托模A保持位置1,int,2字,0.01,,托模,false,,,0,-1,是,
D0,24,32,D0519,4x0519,4X520,托模A保持时间1,ushort,1字,0.1,,托模,false,,,0,-1,是,
D0,25,32,D0520,4x0520,4X521,托模B进1压力1,ushort,1字,0.1,,托模,false,,,1,598,是,
D0,26,32,D0521,4x0521,4X522,托模B进1流量1,ushort,1字,0.1,,托模,false,,,1,598,是,
D0,27,32,D0522,4x0522,4X523,托模B进1位置1,int,2字,0.01,,托模,false,,,1,598,是,0~300
D0,29,32,D0524,4x0524,4X525,托模B进1时间1,ushort,1字,0.1,,托模,false,,,1,598,是,
D0,30,32,D0525,4x0525,4X526,托模B进2压力1,ushort,1字,0.1,,托模,false,,,2,598,是,
D0,31,32,D0526,4x0526,4X527,托模B进2流量1,ushort,1字,0.1,,托模,false,,,2,598,是,
D0,32,32,D0527,4x0527,4X528,托模B进2位置1,int,2字,0.01,,托模,false,,,2,598,是,0~D522
D0,34,32,D0529,4x0529,4X530,托模B进2时间1,ushort,1字,0.1,,托模,false,,,2,598,是,
D0,35,32,D0530,4x0530,4X531,托模B进3压力1,ushort,1字,0.1,,托模,false,,,3,598,是,
D0,36,32,D0531,4x0531,4X532,托模B进3流量1,ushort,1字,0.1,,托模,false,,,3,598,是,
D0,37,32,D0532,4x0532,4X533,托模B进3位置1,int,2字,0.01,,托模,false,,,3,598,是,0~D527
D0,39,32,D0534,4x0534,4X535,托模B进3时间1,ushort,1字,0.1,,托模,false,,,3,598,是,
D0,40,32,D0535,4x0535,4X536,托模B保持压力1,ushort,1字,0.1,,托模,false,,,0,-1,是,
D0,41,32,D0536,4x0536,4X537,托模B保持流量1,ushort,1字,0.1,,托模,false,,,0,-1,是,
D0,42,32,D0537,4x0537,4X538,托模B保持位置1,int,2字,0.01,,托模,false,,,0,-1,是,
D0,44,32,D0539,4x0539,4X540,托模B保持时间1,ushort,1字,0.1,,托模,false,,,0,-1,是,
D0,5,35,D0550,4x0550,4X551,托模A退1压力1,ushort,1字,0.1,,托模,false,,,1,599,是,
D0,6,35,D0551,4x0551,4X552,托模A退1流量1,ushort,1字,0.1,,托模,false,,,1,599,是,
D0,7,35,D0552,4x0552,4X553,托模A退1位置1,int,2字,0.01,,托模,false,,,1,599,是,0~300
D0,9,35,D0554,4x0554,4X555,托模A退1时间1,ushort,1字,0.1,,托模,false,,,1,599,是,
D0,10,35,D0555,4x0555,4X556,托模A退2压力1,ushort,1字,0.1,,托模,false,,,2,599,是,
D0,11,35,D0556,4x0556,4X557,托模A退2流量1,ushort,1字,0.1,,托模,false,,,2,599,是,
D0,12,35,D0557,4x0557,4X558,托模A退2位置1,int,2字,0.01,,托模,false,,,2,599,是,0~D552
D0,14,35,D0559,4x0559,4X560,托模A退2时间1,ushort,1字,0.1,,托模,false,,,2,599,是,
D0,15,35,D0560,4x0560,4X561,托模A退3压力1,ushort,1字,0.1,,托模,false,,,3,599,是,
D0,16,35,D0561,4x0561,4X562,托模A退3流量1,ushort,1字,0.1,,托模,false,,,3,599,是,
D0,17,35,D0562,4x0562,4X563,托模A退3位置1,int,2字,0.01,,托模,false,,,3,599,是,0~D557
D0,19,35,D0564,4x0564,4X565,托模A退3时间1,ushort,1字,0.1,,托模,false,,,3,599,是,
D0,25,35,D0570,4x0570,4X571,托模B退1压力1,ushort,1字,0.1,,托模,false,,,1,599,是,
D0,26,35,D0571,4x0571,4X572,托模B退1流量1,ushort,1字,0.1,,托模,false,,,1,599,是,
D0,27,35,D0572,4x0572,4X573,托模B退1位置1,int,2字,0.01,,托模,false,,,1,599,是,0~300
D0,29,35,D0574,4x0574,4X575,托模B退1时间1,ushort,1字,0.1,,托模,false,,,1,599,是,
D0,30,35,D0575,4x0575,4X576,托模B退2压力1,ushort,1字,0.1,,托模,false,,,2,599,是,
D0,31,35,D0576,4x0576,4X577,托模B退2流量1,ushort,1字,0.1,,托模,false,,,2,599,是,
D0,32,35,D0577,4x0577,4X578,托模B退2位置1,int,2字,0.01,,托模,false,,,2,599,是,0~D572
D0,34,35,D0579,4x0579,4X580,托模B退2时间1,ushort,1字,0.1,,托模,false,,,2,599,是,
D0,35,35,D0580,4x0580,4X581,托模B退3压力1,ushort,1字,0.1,,托模,false,,,3,599,是,
D0,36,35,D0581,4x0581,4X582,托模B退3流量1,ushort,1字,0.1,,托模,false,,,3,599,是,
D0,37,35,D0582,4x0582,4X583,托模B退3位置1,int,2字,0.01,,托模,false,,,3,599,是,0~D577
D0,39,35,D0584,4x0584,4X585,托模B退3时间1,ushort,1字,0.1,,托模,false,,,3,599,是,
D0,45,35,D0590,4x0590,4X591,功能托模功能,ushort,1字,1,,托模,false,动态文本,"不用,使用",0,-1,是,
D0,46,35,D0591,4x0591,4X592,功能托模方式,ushort,1字,1,,托模,false,动态文本,"位置,时间,压力",0,-1,是,
D0,47,35,D0592,4x0592,4X593,功能托模次数,ushort,1字,1,次,托模,false,,,0,-1,是,
D0,48,35,D0593,4x0593,4X594,功能托模进延迟,ushort,1字,1,s,托模,false,,,0,-1,是,
D0,49,35,D0594,4x0594,4X595,功能托模退延迟,ushort,1字,1,s,托模,false,,,0,-1,是,
D0,50,35,D0595,4x0595,4X596,功能_8,ushort,1字,1,,托模,false,,,0,-1,是,
D0,51,35,D0596,4x0596,4X597,功能_11,ushort,1字,1,,托模,false,,,0,-1,是,
D0,52,35,D0597,4x0597,4X598,功能_16,ushort,1字,1,,托模,false,,,0,-1,是,
D0,53,35,D0598,4x0598,4X599,托模进段数,ushort,1字,1,,托模,false,,,0,-1,是,
D0,54,35,D0599,4x0599,4X600,托模退段数,ushort,1字,1,,托模,false,,,0,-1,是,
D0,5,38,D0600,4x0600,4X601,中子A进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,6,38,D0601,4x0601,4X602,中子A进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,7,38,D0602,4x0602,4X603,中子A进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,8,38,D0603,4x0603,4X604,中子A进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,9,38,D0604,4x0604,4X605,中子A进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,10,38,D0605,4x0605,4X606,中子A进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,12,38,D0607,4x0607,4X608,中子A进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,13,38,D0608,4x0608,4X609,中子A进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,14,38,D0609,4x0609,4X610,中子A进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,15,38,D0610,4x0610,4X611,中子B进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,16,38,D0611,4x0611,4X612,中子B进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,17,38,D0612,4x0612,4X613,中子B进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,18,38,D0613,4x0613,4X614,中子B进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,19,38,D0614,4x0614,4X615,中子B进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,20,38,D0615,4x0615,4X616,中子B进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,22,38,D0617,4x0617,4X618,中子B进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,23,38,D0618,4x0618,4X619,中子B进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,24,38,D0619,4x0619,4X620,中子B进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,25,38,D0620,4x0620,4X621,中子C进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,26,38,D0621,4x0621,4X622,中子C进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,27,38,D0622,4x0622,4X623,中子C进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,28,38,D0623,4x0623,4X624,中子C进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,29,38,D0624,4x0624,4X625,中子C进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,30,38,D0625,4x0625,4X626,中子C进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,32,38,D0627,4x0627,4X628,中子C进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,33,38,D0628,4x0628,4X629,中子C进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,34,38,D0629,4x0629,4X630,中子C进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,35,38,D0630,4x0630,4X631,中子D进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,36,38,D0631,4x0631,4X632,中子D进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,37,38,D0632,4x0632,4X633,中子D进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,38,38,D0633,4x0633,4X634,中子D进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,39,38,D0634,4x0634,4X635,中子D进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,40,38,D0635,4x0635,4X636,中子D进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,42,38,D0637,4x0637,4X638,中子D进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,43,38,D0638,4x0638,4X639,中子D进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,44,38,D0639,4x0639,4X640,中子D进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,5,41,D0650,4x0650,4X651,中子A退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,6,41,D0651,4x0651,4X652,中子A退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,7,41,D0652,4x0652,4X653,中子A退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,8,41,D0653,4x0653,4X654,中子A退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,9,41,D0654,4x0654,4X655,中子A退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,10,41,D0655,4x0655,4X656,中子A退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,12,41,D0657,4x0657,4X658,中子A退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,13,41,D0658,4x0658,4X659,中子A退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,14,41,D0659,4x0659,4X660,中子A退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,15,41,D0660,4x0660,4X661,中子B退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,16,41,D0661,4x0661,4X662,中子B退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,17,41,D0662,4x0662,4X663,中子B退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,18,41,D0663,4x0663,4X664,中子B退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,19,41,D0664,4x0664,4X665,中子B退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,20,41,D0665,4x0665,4X666,中子B退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,22,41,D0667,4x0667,4X668,中子B退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,23,41,D0668,4x0668,4X669,中子B退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,24,41,D0669,4x0669,4X670,中子B退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,25,41,D0670,4x0670,4X671,中子C退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,26,41,D0671,4x0671,4X672,中子C退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,27,41,D0672,4x0672,4X673,中子C退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,28,41,D0673,4x0673,4X674,中子C退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,29,41,D0674,4x0674,4X675,中子C退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,30,41,D0675,4x0675,4X676,中子C退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,32,41,D0677,4x0677,4X678,中子C退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,33,41,D0678,4x0678,4X679,中子C退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,34,41,D0679,4x0679,4X680,中子C退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,35,41,D0680,4x0680,4X681,中子D退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,36,41,D0681,4x0681,4X682,中子D退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,37,41,D0682,4x0682,4X683,中子D退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,38,41,D0683,4x0683,4X684,中子D退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,39,41,D0684,4x0684,4X685,中子D退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,40,41,D0685,4x0685,4X686,中子D退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,42,41,D0687,4x0687,4X688,中子D退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,43,41,D0688,4x0688,4X689,中子D退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,44,41,D0689,4x0689,4X690,中子D退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,5,44,D0700,4x0700,4X701,中子E进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,6,44,D0701,4x0701,4X702,中子E进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,7,44,D0702,4x0702,4X703,中子E进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,8,44,D0703,4x0703,4X704,中子E进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,9,44,D0704,4x0704,4X705,中子E进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,10,44,D0705,4x0705,4X706,中子E进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,12,44,D0707,4x0707,4X708,中子E进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,13,44,D0708,4x0708,4X709,中子E进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,14,44,D0709,4x0709,4X710,中子E进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,15,44,D0710,4x0710,4X711,中子F进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,16,44,D0711,4x0711,4X712,中子F进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,17,44,D0712,4x0712,4X713,中子F进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,18,44,D0713,4x0713,4X714,中子F进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,19,44,D0714,4x0714,4X715,中子F进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,20,44,D0715,4x0715,4X716,中子F进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,22,44,D0717,4x0717,4X718,中子F进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,23,44,D0718,4x0718,4X719,中子F进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,24,44,D0719,4x0719,4X720,中子F进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,25,44,D0720,4x0720,4X721,中子G进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,26,44,D0721,4x0721,4X722,中子G进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,27,44,D0722,4x0722,4X723,中子G进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,28,44,D0723,4x0723,4X724,中子G进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,29,44,D0724,4x0724,4X725,中子G进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,30,44,D0725,4x0725,4X726,中子G进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,32,44,D0727,4x0727,4X728,中子G进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,33,44,D0728,4x0728,4X729,中子G进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,34,44,D0729,4x0729,4X730,中子G进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,35,44,D0730,4x0730,4X731,中子H进压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,36,44,D0731,4x0731,4X732,中子H进流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,37,44,D0732,4x0732,4X733,中子H进时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,38,44,D0733,4x0733,4X734,中子H进计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,39,44,D0734,4x0734,4X735,中子H进开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,40,44,D0735,4x0735,4X736,中子H进开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,42,44,D0737,4x0737,4X738,中子H进开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,43,44,D0738,4x0738,4X739,中子H进终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,44,44,D0739,4x0739,4X740,中子H进功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,5,47,D0750,4x0750,4X751,中子E退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,6,47,D0751,4x0751,4X752,中子E退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,7,47,D0752,4x0752,4X753,中子E退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,8,47,D0753,4x0753,4X754,中子E退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,9,47,D0754,4x0754,4X755,中子E退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,10,47,D0755,4x0755,4X756,中子E退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,12,47,D0757,4x0757,4X758,中子E退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,13,47,D0758,4x0758,4X759,中子E退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,14,47,D0759,4x0759,4X760,中子E退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,15,47,D0760,4x0760,4X761,中子F退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,16,47,D0761,4x0761,4X762,中子F退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,17,47,D0762,4x0762,4X763,中子F退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,18,47,D0763,4x0763,4X764,中子F退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,19,47,D0764,4x0764,4X765,中子F退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,20,47,D0765,4x0765,4X766,中子F退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,22,47,D0767,4x0767,4X768,中子F退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,23,47,D0768,4x0768,4X769,中子F退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,24,47,D0769,4x0769,4X770,中子F退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,25,47,D0770,4x0770,4X771,中子G退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,26,47,D0771,4x0771,4X772,中子G退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
