工作表,行,列,原始地址(HMI),Modbus地址(0-based),FUXA地址(1-based),标签名,类型,字数,比例,单位,HMI显示,只读,控件类型,枚举选项,段索引,段数寄存器,保存历史,范围
D0,27,47,D0772,4x0772,4X773,中子G退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,28,47,D0773,4x0773,4X774,中子G退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,29,47,D0774,4x0774,4X775,中子G退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,30,47,D0775,4x0775,4X776,中子G退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,32,47,D0777,4x0777,4X778,中子G退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,33,47,D0778,4x0778,4X779,中子G退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,34,47,D0779,4x0779,4X780,中子G退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,35,47,D0780,4x0780,4X781,中子H退压力1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,36,47,D0781,4x0781,4X782,中子H退流量1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,37,47,D0782,4x0782,4X783,中子H退时间1,ushort,1字,0.1,,中子,false,,,0,-1,是,
D0,38,47,D0783,4x0783,4X784,中子H退计数1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,39,47,D0784,4x0784,4X785,中子H退开始行程1,ushort,1字,1,,中子,false,,,0,-1,是,
D0,40,47,D0785,4x0785,4X786,中子H退开始位置1,int,2字,0.01,,中子,false,,,0,-1,是,
D0,42,47,D0787,4x0787,4X788,中子H退开始方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,43,47,D0788,4x0788,4X789,中子H退终止方式1,ushort,1字,1,,中子,false,动态文本,"位置,电子尺,传感器,时间,压力",0,-1,是,
D0,44,47,D0789,4x0789,4X790,中子H退功能使用1,ushort,1字,1,,中子,false,动态文本,"不用,使用",0,-1,是,
D0,5,50,D0800,4x0800,4X801,设定设定1,ushort,1字,1,,温度,false,,,0,-1,是,
D0,6,50,D0801,4x0801,4X802,设定设定2,ushort,1字,1,,温度,false,,,0,-1,是,
D0,7,50,D0802,4x0802,4X803,设定设定3,ushort,1字,1,,温度,false,,,0,-1,是,
D0,8,50,D0803,4x0803,4X804,设定设定4,ushort,1字,1,,温度,false,,,0,-1,是,
D0,9,50,D0804,4x0804,4X805,设定设定5,ushort,1字,1,,温度,false,,,0,-1,是,
D0,10,50,D0805,4x0805,4X806,设定设定6,ushort,1字,1,,温度,false,,,0,-1,是,
D0,11,50,D0806,4x0806,4X807,设定设定7,ushort,1字,1,,温度,false,,,0,-1,是,
D0,12,50,D0807,4x0807,4X808,设定设定8,ushort,1字,1,,温度,false,,,0,-1,是,
D0,13,50,D0808,4x0808,4X809,设定设定9,ushort,1字,1,,温度,false,,,0,-1,是,
D0,14,50,D0809,4x0809,4X810,设定设定10,ushort,1字,1,,温度,false,,,0,-1,是,
D0,15,50,D0810,4x0810,4X811,设定设定11,ushort,1字,1,,温度,false,,,0,-1,是,
D0,16,50,D0811,4x0811,4X812,设定设定12,ushort,1字,1,,温度,false,,,0,-1,是,
D0,17,50,D0812,4x0812,4X813,上限上限1,ushort,1字,1,,温度,false,,,0,-1,是,
D0,18,50,D0813,4x0813,4X814,上限上限2,ushort,1字,1,,温度,false,,,0,-1,是,
D0,19,50,D0814,4x0814,4X815,上限上限3,ushort,1字,1,,温度,false,,,0,-1,是,
D0,20,50,D0815,4x0815,4X816,上限上限4,ushort,1字,1,,温度,false,,,0,-1,是,
D0,21,50,D0816,4x0816,4X817,上限上限5,ushort,1字,1,,温度,false,,,0,-1,是,
D0,22,50,D0817,4x0817,4X818,上限上限6,ushort,1字,1,,温度,false,,,0,-1,是,
D0,23,50,D0818,4x0818,4X819,上限上限7,ushort,1字,1,,温度,false,,,0,-1,是,
D0,24,50,D0819,4x0819,4X820,上限上限8,ushort,1字,1,,温度,false,,,0,-1,是,
D0,25,50,D0820,4x0820,4X821,上限上限9,ushort,1字,1,,温度,false,,,0,-1,是,
D0,26,50,D0821,4x0821,4X822,上限上限10,ushort,1字,1,,温度,false,,,0,-1,是,
D0,27,50,D0822,4x0822,4X823,上限上限11,ushort,1字,1,,温度,false,,,0,-1,是,
D0,28,50,D0823,4x0823,4X824,上限上限12,ushort,1字,1,,温度,false,,,0,-1,是,
D0,29,50,D0824,4x0824,4X825,下限下限1,ushort,1字,1,,温度,false,,,0,-1,是,
D0,30,50,D0825,4x0825,4X826,下限下限2,ushort,1字,1,,温度,false,,,0,-1,是,
D0,31,50,D0826,4x0826,4X827,下限下限3,ushort,1字,1,,温度,false,,,0,-1,是,
D0,32,50,D0827,4x0827,4X828,下限下限4,ushort,1字,1,,温度,false,,,0,-1,是,
D0,33,50,D0828,4x0828,4X829,下限下限5,ushort,1字,1,,温度,false,,,0,-1,是,
D0,34,50,D0829,4x0829,4X830,下限下限6,ushort,1字,1,,温度,false,,,0,-1,是,
D0,35,50,D0830,4x0830,4X831,下限下限7,ushort,1字,1,,温度,false,,,0,-1,是,
D0,36,50,D0831,4x0831,4X832,下限下限8,ushort,1字,1,,温度,false,,,0,-1,是,
D0,37,50,D0832,4x0832,4X833,下限下限9,ushort,1字,1,,温度,false,,,0,-1,是,
D0,38,50,D0833,4x0833,4X834,下限下限10,ushort,1字,1,,温度,false,,,0,-1,是,
D0,39,50,D0834,4x0834,4X835,下限下限11,ushort,1字,1,,温度,false,,,0,-1,是,
D0,40,50,D0835,4x0835,4X836,下限下限12,ushort,1字,1,,温度,false,,,0,-1,是,
D0,41,50,D0836,4x0836,4X837,状态状态1,ushort,1字,1,,温度,false,,,0,-1,是,
D0,42,50,D0837,4x0837,4X838,状态状态2,ushort,1字,1,,温度,false,,,0,-1,是,
D0,43,50,D0838,4x0838,4X839,状态状态3,ushort,1字,1,,温度,false,,,0,-1,是,
D0,44,50,D0839,4x0839,4X840,状态状态4,ushort,1字,1,,温度,false,,,0,-1,是,
D0,45,50,D0840,4x0840,4X841,状态状态5,ushort,1字,1,,温度,false,,,0,-1,是,
D0,46,50,D0841,4x0841,4X842,状态状态6,ushort,1字,1,,温度,false,,,0,-1,是,
D0,47,50,D0842,4x0842,4X843,状态状态7,ushort,1字,1,,温度,false,,,0,-1,是,
D0,48,50,D0843,4x0843,4X844,状态状态8,ushort,1字,1,,温度,false,,,0,-1,是,
D0,49,50,D0844,4x0844,4X845,状态状态9,ushort,1字,1,,温度,false,,,0,-1,是,
D0,50,50,D0845,4x0845,4X846,状态状态10,ushort,1字,1,,温度,false,,,0,-1,是,
D0,51,50,D0846,4x0846,4X847,状态状态11,ushort,1字,1,,温度,false,,,0,-1,是,
D0,52,50,D0847,4x0847,4X848,状态状态12,ushort,1字,1,,温度,false,,,0,-1,是,
D0,5,53,D0850,4x0850,4X851,保温设定1,ushort,1字,1,,温度,false,,,0,-1,是,
D0,6,53,D0851,4x0851,4X852,保温设定2,ushort,1字,1,,温度,false,,,0,-1,是,
D0,7,53,D0852,4x0852,4X853,保温设定3,ushort,1字,1,,温度,false,,,0,-1,是,
D0,8,53,D0853,4x0853,4X854,保温设定4,ushort,1字,1,,温度,false,,,0,-1,是,
D0,9,53,D0854,4x0854,4X855,保温设定5,ushort,1字,1,,温度,false,,,0,-1,是,
D0,10,53,D0855,4x0855,4X856,保温设定6,ushort,1字,1,,温度,false,,,0,-1,是,
D0,11,53,D0856,4x0856,4X857,保温设定7,ushort,1字,1,,温度,false,,,0,-1,是,
D0,12,53,D0857,4x0857,4X858,保温设定8,ushort,1字,1,,温度,false,,,0,-1,是,
D0,13,53,D0858,4x0858,4X859,保温设定9,ushort,1字,1,,温度,false,,,0,-1,是,
D0,14,53,D0859,4x0859,4X860,保温设定10,ushort,1字,1,,温度,false,,,0,-1,是,
D0,15,53,D0860,4x0860,4X861,保温设定11,ushort,1字,1,,温度,false,,,0,-1,是,
D0,16,53,D0861,4x0861,4X862,保温设定12,ushort,1字,1,,温度,false,,,0,-1,是,
D0,45,53,D0890,4x0890,4X891,功能射咀方式,ushort,1字,1,,温度,false,动态文本,"开环,闭环",0,-1,是,
D0,46,53,D0891,4x0891,4X892,功能射咀控制周期,ushort,1字,1,s,温度,false,,,0,-1,是,
D0,47,53,D0892,4x0892,4X893,功能射咀百分比,ushort,1字,1,%,温度,false,,,0,-1,是,
D0,48,53,D0893,4x0893,4X894,功能螺杆冷启动,ushort,1字,1,,温度,false,,,0,-1,是,
D0,49,53,D0894,4x0894,4X895,功能保温功能,ushort,1字,1,,温度,false,动态文本,"不用,使用",0,-1,是,
D0,50,53,D0895,4x0895,4X896,功能保温低于设定值,ushort,1字,1,℃,温度,false,,,0,-1,是,
D0,51,53,D0896,4x0896,4X897,功能_12,ushort,1字,1,,温度,false,,,0,-1,是,
D0,52,53,D0897,4x0897,4X898,功能_17,ushort,1字,1,,温度,false,,,0,-1,是,
D0,53,53,D0898,4x0898,4X899,功能_22,ushort,1字,1,,温度,false,,,0,-1,是,
D0,54,53,D0899,4x0899,4X900,功能版本号,ushort,1字,1,,温度,false,,,0,-1,是,
